tmdb_id,title,original_title,original_language,release_year,release_date,runtime,status,genres,keywords,director,top_cast,tmdb_overview,tmdb_tagline,tmdb_vote_average,tmdb_vote_count,tmdb_popularity,budget,revenue,production_companies,production_countries,spoken_languages,homepage
1452,Superman Returns,Superman Returns,en,2006.0,2006-06-28,154.0,Released,"Adventure, Fantasy, Action, Science Fiction","saving the world, dc comics, invulnerability, sequel, superhero, based on comic book, kryptonite, super powers, superhuman strength, lex luthor",Bryan Singer,"Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden, Parker Posey","Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",,5.4,1400,57.925623,270000000.0,391081192.0,"DC Comics, Legendary Pictures, Warner Bros.",United States of America,"English, Français, Deutsch",http://www.superman.com
10764,Quantum of Solace,Quantum of Solace,en,2008.0,2008-10-30,106.0,Released,"Adventure, Action, Thriller, Crime","killing, undercover, secret agent, british secret service",Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini","Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","For love, for hate, for justice, for revenge.",6.1,2965,107.928811,200000000.0,586090727.0,Eon Productions,"United Kingdom, United States of America","English, Español, Italiano, Français, Deutsch",http://www.mgm.com/view/movie/234/Quantum-of-Solace/
58,Pirates of the Caribbean: Dead Man's Chest,Pirates of the Caribbean: Dead Man's Chest,en,2006.0,2006-06-20,151.0,Released,"Adventure, Fantasy, Action","witch, fortune teller, bondage, exotic island, monster, captain, card game, east india trading company, compass, ship, daughter, pirate, swashbuckler, aftercreditsstinger",Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Stellan Skarsgård, Bill Nighy","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.",Jack is back!,7.0,5246,145.847379,200000000.0,1065659812.0,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions","Jamaica, United States of America, Bahamas, Dominica","English, Türkçe, ελληνικά, 普通话",http://disney.go.com/disneypictures/pirates/
57201,The Lone Ranger,The Lone Ranger,en,2013.0,2013-07-03,149.0,Released,"Action, Adventure, Western","texas, horse, survivor, texas ranger, partner, outlaw, escape, lawyer, train, lone ranger, comanche, the lone ranger, tonto",Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner, Helena Bonham Carter, James Badge Dale","The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",Never Take Off the Mask,5.9,2311,49.046956,255000000.0,89289910.0,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil",United States of America,English,http://disney.go.com/the-lone-ranger/
49521,Man of Steel,Man of Steel,en,2013.0,2013-06-12,143.0,Released,"Action, Adventure, Fantasy, Science Fiction","saving the world, dc comics, superhero, based on comic book, superhuman, alien invasion, reboot, super powers, dc extended universe",Zack Snyder,"Henry Cavill, Amy Adams, Michael Shannon, Kevin Costner, Diane Lane","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",You will believe that a man can fly.,6.5,6359,99.398009,225000000.0,662845518.0,"Legendary Pictures, Warner Bros., DC Entertainment","United Kingdom, United States of America",English,http://www.manofsteel.com/
2454,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,en,2008.0,2008-05-15,150.0,Released,"Adventure, Family, Fantasy","based on novel, fictional place, brother sister relationship, lion, human being, wretch, leap in time, matter of life and death, faith, uncle, narnia, fantasy world",Andrew Adamson,"Ben Barnes, William Moseley, Anna Popplewell, Skandar Keynes, Georgie Henley","One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",Hope has a new face.,6.3,1630,53.978602,225000000.0,419651413.0,"Walt Disney, Walden Media, Stillking Films","Czech Republic, Poland, Slovenia, United States of America",English,
24428,The Avengers,The Avengers,en,2012.0,2012-04-25,143.0,Released,"Science Fiction, Action, Adventure","new york, shield, marvel comic, superhero, based on comic book, alien invasion, superhero team, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe",Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth, Scarlett Johansson","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",Some assembly required.,7.4,11776,144.448633,220000000.0,1519557910.0,"Paramount Pictures, Marvel Studios",United States of America,English,http://marvel.com/avengers_movie/
1865,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,en,2011.0,2011-05-14,136.0,Released,"Adventure, Action, Fantasy","sea, captain, mutiny, sword, prime minister, sailing, silver, ship, duke, mermaid, pirate, soldier, battle, swashbuckler, aftercreditsstinger",Rob Marshall,"Johnny Depp, Penélope Cruz, Ian McShane, Kevin McNally, Geoffrey Rush","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",Live Forever Or Die Trying.,6.4,4948,135.413856,380000000.0,1045713802.0,"Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company (MPC)",United States of America,"English, Español",http://disney.go.com/pirates/index-on-stranger-tides.html#/video/
41154,Men in Black 3,Men in Black 3,en,2012.0,2012-05-23,106.0,Released,"Action, Comedy, Science Fiction","time travel, time machine, alien, fictional government agency, seeing the future, changing history",Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Michael Stuhlbarg, Emma Thompson","Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",They are back... in time.,6.2,4160,52.035179,225000000.0,624026776.0,"Amblin Entertainment, Media Magik Entertainment, Imagenation Abu Dhabi FZ",United States of America,English,http://www.sonypictures.com/movies/meninblack3/
122917,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,en,2014.0,2014-12-10,144.0,Released,"Action, Adventure, Fantasy","corruption, elves, dwarves, orcs, middle-earth (tolkien), hobbit, dragon, battle, unlikely friendship, epic battle, sword and sorcery",Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ken Stott, Graham McTavish","Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",Witness the defining chapter of the Middle-Earth saga,7.1,4760,120.965743,250000000.0,956019788.0,"WingNut Films, New Line Cinema, Warner Bros. Pictures","New Zealand, United States of America",English,http://www.thehobbit.com/
1930,The Amazing Spider-Man,The Amazing Spider-Man,en,2012.0,2012-06-27,136.0,Released,"Action, Adventure, Fantasy","loss of father, vigilante, serum, marvel comic, scientific experiment, spider bite, masked vigilante, reboot, super powers, genetic engineering, social outcast, duringcreditsstinger",Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary, Campbell Scott","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",The untold story begins.,6.5,6586,89.866276,215000000.0,752215857.0,"Columbia Pictures, Laura Ziskin Productions, Marvel Entertainment",United States of America,English,http://www.theamazingspiderman.com
20662,Robin Hood,Robin Hood,en,2010.0,2010-05-12,140.0,Released,"Action, Adventure","robin hood, archer, knight, sherwood forest, bow and arrow, middle ages, medieval, king of england",Ridley Scott,"Russell Crowe, Cate Blanchett, Max von Sydow, William Hurt, Mark Strong","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.","Rise and rise again, until lambs become lions.",6.2,1398,37.668301,200000000.0,310669540.0,"Imagine Entertainment, Universal Pictures, Scott Free Productions","United Kingdom, United States of America","English, ภาษาไทย",http://www.robinhoodthemovie.com/
57158,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,en,2013.0,2013-12-11,161.0,Released,"Adventure, Fantasy","elves, dwarves, orcs, hobbit, dragon, wizard, sword and sorcery",Peter Jackson,"Martin Freeman, Ian McKellen, Richard Armitage, Ken Stott, Graham McTavish","The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",Beyond darkness... beyond desolation... lies the greatest danger of all.,7.6,4524,94.370564,250000000.0,958400000.0,"WingNut Films, New Line Cinema, Warner Bros. Pictures","New Zealand, United States of America",English,http://www.thehobbit.com/
2268,The Golden Compass,The Golden Compass,en,2007.0,2007-12-04,113.0,Released,"Adventure, Fantasy","england, compass, experiment, lordship, uncle, polar bear, orphan, animal, based on young adult novel",Chris Weitz,"Dakota Blue Richards, Nicole Kidman, Daniel Craig, Sam Elliott, Eva Green","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",There are worlds beyond our own - the compass will show the way.,5.8,1303,42.990906,180000000.0,372234864.0,"New Line Cinema, Ingenious Film Partners, Depth of Field","United Kingdom, United States of America","Íslenska, English, Pусский, Français",http://www.goldencompassmovie.com/index_german.html
254,King Kong,King Kong,en,2005.0,2005-12-14,187.0,Released,"Adventure, Drama, Action","film business, screenplay, show business, film making, film producer, exotic island, monster, indigenous, ship, dinosaur",Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann, Colin Hanks","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",The eighth wonder of the world.,6.6,2337,61.22601,207000000.0,550000000.0,"WingNut Films, Universal Pictures, Big Primate Pictures","New Zealand, United States of America, Germany",English,
597,Titanic,Titanic,en,1997.0,1997-11-18,194.0,Released,"Drama, Romance, Thriller","shipwreck, iceberg, ship, panic, titanic, ocean liner, epic, rich woman - poor man, love, disaster, tragic love, class differences, imax, star crossed lovers, steerage",James Cameron,"Kate Winslet, Leonardo DiCaprio, Frances Fisher, Billy Zane, Kathy Bates","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",Nothing on Earth could come between them.,7.5,7562,100.025899,200000000.0,1845034188.0,"Paramount Pictures, Twentieth Century Fox Film Corporation, Lightstorm Entertainment",United States of America,"English, Français, Deutsch, svenska, Italiano, Pусский",http://www.titanicmovie.com
271110,Captain America: Civil War,Captain America: Civil War,en,2016.0,2016-04-27,147.0,Released,"Adventure, Action, Science Fiction","civil war, war, marvel comic, sequel, superhero, based on comic book, imax, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d",Anthony Russo,"Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan, Anthony Mackie","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",Divided We Fall,7.1,7241,198.372395,250000000.0,1153304495.0,"Studio Babelsberg, Marvel Studios, Walt Disney Studios Motion Pictures",United States of America,"Română, English, Deutsch, Pусский",http://marvel.com/captainamericapremiere
44833,Battleship,Battleship,en,2012.0,2012-04-11,131.0,Released,"Thriller, Action, Adventure, Science Fiction","fight, u.s. navy, mind reading, hong kong, soccer, scientist, fictional war, naval, armada, battleship, naval combat, jds myoko, lost communication, taser, buoy",Peter Berg,"Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker, Tadanobu Asano","When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",The Battle for Earth Begins at Sea,5.5,2114,64.928382,209000000.0,303025485.0,"Universal Pictures, Hasbro, Bluegrass Films",United States of America,"English, ภาษาไทย",
135397,Jurassic World,Jurassic World,en,2015.0,2015-06-09,124.0,Released,"Action, Adventure, Science Fiction, Thriller","monster, dna, tyrannosaurus rex, velociraptor, island, sequel, suspense, disaster, escape, dinosaur, amusement park, animal attack, theme park, jurassic park, 3d",Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Irrfan Khan, Vincent D'Onofrio, Nick Robinson","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",The park is open.,6.5,8662,418.708552,150000000.0,1513528810.0,"Universal Studios, Amblin Entertainment, Legendary Pictures",United States of America,English,http://www.jurassicworld.com/
37724,Skyfall,Skyfall,en,2012.0,2012-10-25,143.0,Released,"Action, Adventure, Thriller","spy, secret agent, sociopath, killer, art gallery, british secret service, istanbul turkey, imax, uzi, booby trap, impersonating a police officer, macao",Sam Mendes,"Daniel Craig, Judi Dench, Javier Bardem, Ralph Fiennes, Naomie Harris","When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",Think on your sins.,6.9,7604,93.004993,200000000.0,1108561013.0,Columbia Pictures,"United Kingdom, United States of America",English,http://www.skyfall-movie.com
558,Spider-Man 2,Spider-Man 2,en,2004.0,2004-06-25,127.0,Released,"Action, Adventure, Fantasy","dual identity, love of one's life, pizza boy, marvel comic, sequel, superhero, doctor, scientist, tentacle, death, super villain",Sam Raimi,"Tobey Maguire, Kirsten Dunst, James Franco, Alfred Molina, Rosemary Harris","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",There's a hero in all of us.,6.7,4321,35.149586,200000000.0,783766341.0,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises",United States of America,"English, Pусский, 普通话",http://www.sonypictures.com/movies/spider-man2/
68721,Iron Man 3,Iron Man 3,en,2013.0,2013-04-18,130.0,Released,"Action, Adventure, Science Fiction","terrorist, war on terror, tennessee, malibu, marvel comic, superhero, based on comic book, tony stark, iron man, aftercreditsstinger, marvel cinematic universe, mandarin, 3d, war machine, iron patriot",Shane Black,"Robert Downey Jr., Gwyneth Paltrow, Don Cheadle, Guy Pearce, Rebecca Hall","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Unleash the power behind the armor.,6.8,8806,77.68208,200000000.0,1215439994.0,Marvel Studios,"China, United States of America",English,http://marvel.com/ironman3
12155,Alice in Wonderland,Alice in Wonderland,en,2010.0,2010-03-03,108.0,Released,"Family, Fantasy, Adventure","based on novel, fictional place, queen, fantasy, alice in wonderland, fantasy world, 3d",Tim Burton,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Crispin Glover","Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",You're invited to a very important date.,6.4,4645,78.530105,200000000.0,1025491110.0,"Walt Disney Pictures, Team Todd, Tim Burton Productions",United States of America,English,http://disney.go.com/wonderland/
36668,X-Men: The Last Stand,X-Men: The Last Stand,en,2006.0,2006-05-24,104.0,Released,"Adventure, Action, Science Fiction, Thriller","mutant, marvel comic, based on comic book, superhuman, beast, cyclops, aftercreditsstinger",Brett Ratner,"Hugh Jackman, Halle Berry, Ian McKellen, Patrick Stewart, Famke Janssen","When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",Take a Stand,6.3,3525,3.857526,210000000.0,459359555.0,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company","Canada, United Kingdom, United States of America",English,
62211,Monsters University,Monsters University,en,2013.0,2013-06-20,104.0,Released,"Animation, Family","monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger",Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Noah Johnston",A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,School never looked this scary.,7.0,3528,89.186492,200000000.0,743559607.0,"Walt Disney Pictures, Pixar Animation Studios",United States of America,English,
8373,Transformers: Revenge of the Fallen,Transformers: Revenge of the Fallen,en,2009.0,2009-06-19,150.0,Released,"Science Fiction, Action, Adventure","egypt, sun, chaos, symbol, artifact, transformers, tank, robot, imax, duringcreditsstinger",Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel, Rainn Wilson, Tyrese Gibson","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",Revenge is coming.,6.0,3138,21.939663,150000000.0,836297228.0,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment",United States of America,"English, Español",http://www.transformersmovie.com/
